code,term,dmd_id,dmd_type,bnf_code
42080311000001100,Acarbose 50mg tablets,42080311000001100,VMP,0601023A0AAAAAA
18309611000001107,Acarbose 50mg tablets,18309611000001107,AMP,0601023A0AAAAAA
21111411000001109,Acarbose 50mg tablets,21111411000001109,AMP,0601023A0AAAAAA
19489311000001108,Acarbose 50mg tablets,19489311000001108,AMP,0601023A0AAAAAA
21027911000001106,Acarbose 50mg tablets,21027911000001106,AMP,0601023A0AAAAAA
19700511000001104,Acarbose 50mg tablets,19700511000001104,AMP,0601023A0AAAAAA
38738211000001106,Acarbose 50mg tablets,38738211000001106,AMP,0601023A0AAAAAA
29988711000001100,Acarbose 50mg tablets,29988711000001100,AMP,0601023A0AAAAAA
38763011000001101,Acarbose 50mg tablets,38763011000001101,AMP,0601023A0AAAAAA
24130611000001101,Acarbose 50mg tablets,24130611000001101,AMP,0601023A0AAAAAA
18624811000001107,Acarbose 50mg tablets,18624811000001107,AMP,0601023A0AAAAAA
38292411000001105,Acarbose 50mg tablets,38292411000001105,AMP,0601023A0AAAAAA
29754711000001105,Acarbose 50mg tablets,29754711000001105,AMP,0601023A0AAAAAA
33549511000001101,Acarbose 50mg tablets,33549511000001101,AMP,0601023A0AAAAAA
21734711000001103,Acarbose 50mg tablets,21734711000001103,AMP,0601023A0AAAAAA
42080211000001108,Acarbose 100mg tablets,42080211000001108,VMP,0601023A0AAABAB
18309811000001106,Acarbose 100mg tablets,18309811000001106,AMP,0601023A0AAABAB
21112511000001100,Acarbose 100mg tablets,21112511000001100,AMP,0601023A0AAABAB
19489511000001102,Acarbose 100mg tablets,19489511000001102,AMP,0601023A0AAABAB
21028111000001109,Acarbose 100mg tablets,21028111000001109,AMP,0601023A0AAABAB
19700011000001107,Acarbose 100mg tablets,19700011000001107,AMP,0601023A0AAABAB
38737911000001103,Acarbose 100mg tablets,38737911000001103,AMP,0601023A0AAABAB
29988911000001103,Acarbose 100mg tablets,29988911000001103,AMP,0601023A0AAABAB
38762711000001107,Acarbose 100mg tablets,38762711000001107,AMP,0601023A0AAABAB
24130811000001102,Acarbose 100mg tablets,24130811000001102,AMP,0601023A0AAABAB
18624411000001105,Acarbose 100mg tablets,18624411000001105,AMP,0601023A0AAABAB
38293311000001108,Acarbose 100mg tablets,38293311000001108,AMP,0601023A0AAABAB
29754211000001103,Acarbose 100mg tablets,29754211000001103,AMP,0601023A0AAABAB
33549711000001106,Acarbose 100mg tablets,33549711000001106,AMP,0601023A0AAABAB
21735211000001106,Acarbose 100mg tablets,21735211000001106,AMP,0601023A0AAABAB
781411000001104,Glucobay 50mg tablets,781411000001104,AMP,0601023A0BBACAA
444311000001106,Glucobay 100mg tablets,444311000001106,AMP,0601023A0BBADAB
326037007,VMP previous to 42080311000001100,326037007,VMP,0601023A0AAAAAA
326038002,VMP previous to 42080211000001108,326038002,VMP,0601023A0AAABAB
