code,term
1097171000000107,Referral for lifestyle education
1106151000000107,Referral for lifestyle education regarding risk of diabetes
1156338001,Health coaching
171434007,Health promotion
223488008,Discussion about changes in lifestyle
313204009,Lifestyle education
377531000000108,Healthy lifestyle programme commenced
377621000000107,Healthy lifestyle programme completed
377651000000102,Healthy lifestyle programme declined
385991005,Wellness promotion
443288003,Lifestyle education regarding diet
443402002,Lifestyle education regarding hypertension
526821000000107,Healthy lifestyle maintenance programme declined
526831000000109,Healthy lifestyle maintenance programme completed
526851000000102,Healthy lifestyle maintenance programme commenced
699826006,Lifestyle education regarding risk of diabetes
715756009,Lifestyle adjustment training
844131000000105,Wellness promotion in long term condition
892281000000101,Referral to healthy lifestyle programme
921361000000105,Healthy lifestyle programme offered
923461000000103,Lifestyle education for diabetes
